district,year,crop,germ_temp,veg_temp,flow_temp,fruit_temp,germ_rh,veg_rh,flow_rh,fruit_rh,germ_prec,veg_prec,flow_prec,fruit_prec,n__g/kg,soc__g/kg,soil_ph,kg/acre
attock,1994,maize,20.29,22.54,31.14,36.56,43.95,42.01,28.35,21.37,40.89,67.02,35.89,17.72,1.538567,16.76787,7.54444,439.6761133603238
attock,1994,wheat,19.49,15.39,12.44,12.32,24.14,18.31,42.94,49.59,8.47,0.0,22.55,43.84,1.538567,16.76787,7.54444,491.497975708502
attock,1994,rice,36.56,33.61,30.84,27.6,21.37,52.34,64.97,49.24,17.72,112.11,132.69,31.08,1.538567,16.76787,7.54444,0.0
attock,1995,maize,17.48,21.75,30.06,35.68,48.34,52.88,36.44,22.62,101.11,122.68,29.48,7.53,1.538567,16.76787,7.54444,449.7975708502024
attock,1995,wheat,19.38,12.51,10.97,13.65,35.17,46.38,45.61,49.51,0.93,44.22,25.56,66.9,1.538567,16.76787,7.54444,588.663967611336
attock,1995,rice,35.68,32.74,29.19,27.81,22.62,51.69,72.87,54.71,7.53,234.71,142.1,54.36,1.538567,16.76787,7.54444,0.0
attock,1996,maize,18.68,25.61,29.77,33.91,56.11,38.95,25.47,33.48,50.05,35.01,17.4,46.0,1.538567,16.76787,7.54444,444.12955465587044
attock,1996,wheat,17.9,12.61,11.06,14.4,31.0,45.95,43.57,53.05,14.92,5.64,40.07,106.42,1.538567,16.76787,7.54444,414.9797570850202
attock,1996,rice,33.91,34.15,30.52,28.82,33.48,39.34,58.64,49.59,46.0,61.71,219.01,58.25,1.538567,16.76787,7.54444,0.0
attock,1997,maize,18.29,23.78,29.18,35.21,43.53,44.22,24.89,24.08,32.29,54.98,9.76,9.78,1.538567,16.76787,7.54444,442.51012145748984
attock,1997,wheat,16.78,13.34,11.86,13.86,37.96,36.98,43.87,40.83,26.71,2.03,21.24,16.15,1.538567,16.76787,7.54444,693.9271255060728
attock,1997,rice,35.21,37.1,34.11,31.52,24.08,31.62,35.98,27.59,9.78,22.73,8.49,5.81,1.538567,16.76787,7.54444,0.0
attock,1998,maize,17.13,26.63,32.19,34.57,47.23,32.09,22.68,24.93,30.11,14.43,18.23,33.5,1.538567,16.76787,7.54444,501.61943319838053
attock,1998,wheat,16.6,11.6,10.99,13.53,47.97,54.87,48.45,51.27,38.27,0.87,18.35,49.46,1.538567,16.76787,7.54444,618.2186234817814
attock,1998,rice,34.57,35.31,33.69,31.73,24.93,40.05,42.43,29.83,33.5,60.17,63.71,7.52,1.538567,16.76787,7.54444,0.0
attock,1999,maize,19.16,27.17,33.2,36.16,43.28,21.95,16.93,17.56,40.2,10.34,10.19,6.84,1.538567,16.76787,7.54444,442.914979757085
attock,1999,wheat,20.22,16.15,11.42,15.14,14.25,20.26,57.15,52.91,0.06,16.6,47.94,33.36,1.538567,16.76787,7.54444,594.331983805668
attock,1999,rice,36.16,35.84,34.22,31.84,17.56,33.43,37.34,30.87,6.84,45.6,44.72,29.11,1.538567,16.76787,7.54444,0.0
attock,2000,maize,18.99,28.81,34.86,36.07,28.4,15.75,19.2,21.89,6.61,4.02,28.84,8.14,1.538567,16.76787,7.54444,448.9878542510121
attock,2000,wheat,19.19,15.79,12.58,12.41,30.45,17.6,42.37,44.8,13.18,0.03,34.18,25.39,1.538567,16.76787,7.54444,277.7327935222672
attock,2000,rice,36.07,35.23,34.37,30.69,21.89,36.26,33.66,34.31,8.14,21.57,31.88,46.02,1.538567,16.76787,7.54444,0.0
attock,2001,maize,21.41,26.38,34.57,34.11,23.5,31.7,19.67,37.23,9.31,36.37,7.43,58.39,1.538567,16.76787,7.54444,453.03643724696354
attock,2001,wheat,19.11,14.47,12.05,15.62,20.91,33.96,33.18,24.48,0.82,22.58,0.26,3.88,1.538567,16.76787,7.54444,315.7894736842105
attock,2001,rice,34.11,33.83,33.35,30.18,37.23,48.99,44.84,33.79,58.39,57.33,56.2,7.24,1.538567,16.76787,7.54444,0.0
attock,2002,maize,20.03,25.5,33.02,35.54,46.42,38.59,20.56,25.65,101.07,27.68,7.49,55.86,1.538567,16.76787,7.54444,476.1133603238866
attock,2002,wheat,19.37,15.16,13.61,14.25,31.93,32.36,28.13,35.98,25.18,1.95,3.97,88.9,1.538567,16.76787,7.54444,617.408906882591
attock,2002,rice,35.54,36.42,33.99,29.53,25.65,23.19,39.68,37.46,55.86,26.27,43.24,15.1,1.538567,16.76787,7.54444,0.0
attock,2003,maize,18.21,25.22,29.64,36.04,48.16,42.7,26.94,23.42,49.28,59.7,17.4,35.17,1.538567,16.76787,7.54444,455.4655870445344
attock,2003,wheat,19.91,14.31,12.52,13.82,26.79,37.49,41.04,53.01,2.73,25.86,7.4,88.62,1.538567,16.76787,7.54444,539.6761133603238
attock,2003,rice,36.04,33.08,31.31,29.85,23.42,52.71,57.44,48.28,35.17,99.3,68.94,47.56,1.538567,16.76787,7.54444,0.0
attock,2004,maize,24.06,28.41,32.81,35.73,25.27,25.79,19.33,25.11,0.66,32.46,5.76,18.84,1.538567,16.76787,7.54444,363.56275303643724
attock,2004,wheat,17.7,14.03,11.4,15.76,28.04,42.55,57.84,41.04,6.52,26.99,33.78,18.66,1.538567,16.76787,7.54444,755.4655870445343
attock,2004,rice,35.73,35.21,32.62,31.11,25.11,35.29,49.68,35.58,18.84,57.54,60.97,21.77,1.538567,16.76787,7.54444,0.0
attock,2005,maize,18.68,23.54,27.57,36.41,60.42,43.35,40.52,19.63,101.98,33.46,35.97,5.77,1.538567,16.76787,7.54444,354.6558704453441
attock,2005,wheat,19.46,15.13,10.44,11.26,36.05,40.72,48.37,67.3,7.47,12.49,31.85,120.9,1.538567,16.76787,7.54444,674.8987854251012
attock,2005,rice,36.41,34.19,33.21,30.42,19.63,45.26,45.77,46.63,5.77,53.31,55.49,45.07,1.538567,16.76787,7.54444,0.0
attock,2006,maize,18.15,24.95,33.99,34.56,56.12,37.31,26.02,26.5,87.0,25.42,20.46,19.0,1.538567,16.76787,7.54444,350.6072874493927
attock,2006,wheat,17.89,13.93,10.6,17.48,28.85,25.99,50.2,49.34,16.93,4.77,47.74,109.71,1.538567,16.76787,7.54444,821.4574898785424
attock,2006,rice,34.56,32.5,29.11,28.24,26.5,58.79,72.2,57.67,19.0,237.87,119.29,34.3,1.538567,16.76787,7.54444,0.0
attock,2007,maize,17.04,27.46,31.07,35.28,61.2,41.67,36.14,32.57,131.53,22.28,36.48,85.7,1.538567,16.76787,7.54444,420.2429149797571
attock,2007,wheat,18.05,11.63,11.75,13.31,49.73,53.61,42.47,65.17,35.54,91.94,0.7,172.42,1.538567,16.76787,7.54444,516.5991902834007
attock,2007,rice,35.28,32.18,31.04,28.53,32.57,58.64,63.73,56.83,85.7,147.26,94.36,96.13,1.538567,16.76787,7.54444,0.0
attock,2008,maize,22.25,23.8,31.05,34.21,38.48,50.66,34.08,44.34,11.71,172.95,18.83,93.26,1.538567,16.76787,7.54444,421.8623481781376
attock,2008,wheat,20.03,12.65,9.27,12.94,28.24,42.08,48.98,45.83,15.3,3.88,92.13,20.4,1.538567,16.76787,7.54444,689.8785425101214
attock,2008,rice,34.21,32.22,29.71,27.99,44.34,59.39,68.64,54.1,93.26,142.1,203.37,37.6,1.538567,16.76787,7.54444,0.0
attock,2009,maize,19.26,23.03,30.01,34.15,49.41,52.36,35.89,23.26,61.08,134.08,30.51,15.53,1.538567,16.76787,7.54444,948.4240406812913
attock,2009,wheat,19.83,15.05,12.76,13.95,30.37,41.55,51.78,54.41,13.63,38.46,56.54,68.07,1.538567,16.76787,7.54444,395.5465587044534
attock,2009,rice,34.15,35.08,33.16,30.26,23.26,37.42,50.23,42.76,15.53,52.05,70.65,18.19,1.538567,16.76787,7.54444,0.0
attock,2010,maize,22.27,27.85,31.6,33.9,46.39,38.39,29.69,30.66,21.93,41.05,27.71,41.88,1.538567,16.76787,7.54444,948.4240406812913
attock,2010,wheat,18.48,14.2,13.89,13.84,29.83,32.41,25.28,57.46,10.69,3.73,33.9,130.68,1.538567,16.76787,7.54444,655.8704453441295
attock,2010,rice,33.9,32.95,29.15,27.36,30.66,52.22,74.82,62.77,41.88,328.37,145.51,32.79,1.538567,16.76787,7.54444,0.0
attock,2011,maize,19.45,24.08,33.07,35.35,47.92,42.99,27.54,31.82,33.29,40.51,23.66,47.24,1.538567,16.76787,7.54444,948.4240406812913
attock,2011,wheat,19.72,14.11,11.97,12.14,29.07,25.25,39.2,60.08,0.53,12.28,7.41,121.43,1.538567,16.76787,7.54444,433.1983805668016
attock,2011,rice,35.35,32.26,30.59,28.51,31.82,55.39,65.35,61.1,47.24,94.46,122.35,65.76,1.538567,16.76787,7.54444,0.0
attock,2012,maize,17.3,23.8,29.37,35.73,45.06,51.73,36.59,19.26,48.49,78.64,27.79,10.79,1.538567,16.76787,7.54444,948.4240406812913
attock,2012,wheat,19.62,13.92,10.02,10.4,43.47,27.19,46.02,51.81,18.8,1.55,46.3,58.42,1.538567,16.76787,7.54444,425.10121457489873
attock,2012,rice,35.73,34.68,31.44,28.23,19.26,41.44,59.83,57.96,10.79,81.41,155.02,90.64,1.538567,16.76787,7.54444,0.0
attock,2013,maize,18.92,23.84,30.43,34.82,54.18,50.15,33.07,33.35,90.08,64.21,19.27,84.24,1.538567,16.76787,7.54444,948.4240406812913
attock,2013,wheat,18.32,13.35,10.64,12.91,34.36,42.35,41.71,59.5,9.45,56.41,12.85,152.18,1.538567,16.76787,7.54444,554.6558704453441
attock,2013,rice,34.82,33.04,30.4,28.05,33.35,54.39,63.69,61.27,84.24,105.89,145.29,61.85,1.538567,16.76787,7.54444,0.0
attock,2014,maize,17.21,23.61,29.06,35.48,54.41,46.95,41.29,23.66,129.85,33.33,68.21,15.98,1.538567,16.76787,7.54444,948.4240406812913
attock,2014,wheat,17.99,14.45,12.98,12.87,37.06,29.92,31.58,47.07,18.22,1.8,6.15,48.12,1.538567,16.76787,7.54444,701.6194331983805
attock,2014,rice,35.48,34.02,31.27,28.41,23.66,46.11,57.28,62.09,15.98,107.12,93.3,77.8,1.538567,16.76787,7.54444,0.0
attock,2015,maize,17.56,24.2,29.95,33.08,60.45,55.59,38.62,35.34,167.88,142.85,42.89,46.24,1.538567,16.76787,7.54444,948.4240406812913
attock,2015,wheat,18.23,13.85,12.51,14.71,39.46,30.55,38.92,54.47,10.13,0.0,29.23,73.18,1.538567,16.76787,7.54444,729.5546558704452
attock,2015,rice,33.08,32.37,30.47,28.63,35.34,56.47,64.46,49.81,46.24,245.43,136.76,78.73,1.538567,16.76787,7.54444,0.0
attock,2016,maize,19.24,24.56,31.59,34.68,58.6,48.5,36.71,38.69,147.3,44.66,71.73,86.79,1.538567,16.76787,7.54444,948.4240406812913
attock,2016,wheat,17.12,13.7,12.73,15.64,51.81,45.88,50.33,44.81,37.92,30.53,35.22,60.0,1.538567,16.76787,7.54444,548.5829959514169
attock,2016,rice,34.68,32.08,30.34,29.25,38.69,61.2,65.31,55.83,86.79,282.89,133.16,56.02,1.538567,16.76787,7.54444,0.0
attock,2017,maize,18.86,26.05,32.06,33.74,51.33,41.93,32.66,38.19,68.44,99.56,15.47,95.88,1.538567,16.76787,7.54444,948.4240406812913
attock,2017,wheat,20.08,17.22,10.36,14.86,28.09,25.32,60.18,52.08,0.54,6.34,133.73,40.89,1.538567,16.76787,7.54444,596.7611336032388
attock,2017,rice,33.74,32.49,31.04,28.68,38.19,58.45,62.18,53.18,95.88,174.1,168.76,33.86,1.538567,16.76787,7.54444,0.0
attock,2018,maize,21.41,25.6,29.08,34.49,44.95,43.95,40.63,34.21,59.24,114.11,68.37,49.85,1.538567,16.76787,7.54444,948.4240406812913
attock,2018,wheat,18.38,14.01,12.62,15.1,34.67,37.31,37.81,44.58,17.86,36.72,5.01,45.32,1.538567,16.76787,7.54444,767.2064777327935
attock,2018,rice,34.49,31.86,30.56,28.17,34.21,61.45,67.99,59.76,49.85,268.32,201.19,41.5,1.538567,16.76787,7.54444,0.0
attock,2019,maize,16.67,25.07,28.9,33.8,60.41,54.36,40.97,32.53,74.29,70.67,47.63,55.52,1.538567,16.76787,7.54444,948.4240406812913
attock,2019,wheat,17.79,12.83,9.4,11.6,44.79,42.23,60.99,63.17,38.38,21.17,120.52,108.16,1.538567,16.76787,7.54444,665.5870445344129
attock,2019,rice,33.8,32.92,30.39,29.63,32.53,56.57,68.67,61.67,55.52,238.63,142.45,94.11,1.538567,16.76787,7.54444,0.0
attock,2020,maize,16.04,21.97,26.55,29.35,75.94,69.24,61.85,64.69,484.9,195.04,453.63,641.79,1.538567,16.76787,7.54444,948.4240406812913
attock,2020,wheat,17.31,12.26,9.0,14.04,59.12,46.34,62.84,56.96,78.6,17.48,89.52,417.16,1.538567,16.76787,7.54444,715.3846153846154
attock,2020,rice,29.35,30.63,29.48,27.66,64.69,66.58,78.39,67.25,641.79,208.51,388.02,134.01,1.538567,16.76787,7.54444,0.0
attock,2021,maize,18.79,22.13,28.68,32.71,60.31,54.37,46.0,42.95,166.88,80.62,69.41,117.9,1.538567,16.76787,7.54444,948.4240406812913
attock,2021,wheat,15.58,11.86,11.35,16.17,55.45,59.35,52.62,55.12,121.38,152.62,55.68,292.76,1.538567,16.76787,7.54444,687.0445344129554
attock,2021,rice,32.71,32.12,30.03,27.72,42.95,60.29,68.82,73.93,117.9,334.97,178.24,200.01,1.538567,16.76787,7.54444,0.0
attock,2022,maize,21.36,27.56,30.6,32.89,54.9,41.51,38.24,36.04,87.77,32.22,53.56,120.13,1.538567,16.76787,7.54444,948.4240406812913
attock,2022,wheat,17.72,12.51,10.29,12.62,46.27,49.38,65.47,61.9,1.35,188.72,171.83,62.07,1.538567,16.76787,7.54444,741.2955465587044
attock,2022,rice,32.89,29.69,28.85,27.17,36.04,75.95,76.09,77.43,120.13,421.61,271.97,187.27,1.538567,16.76787,7.54444,0.0
attock,2023,maize,18.95,23.25,26.28,31.37,61.7,53.88,54.67,55.41,89.23,115.74,124.07,165.18,1.538567,16.76787,7.54444,948.4240406812913
attock,2023,wheat,17.45,14.03,9.78,15.23,56.27,52.73,58.59,55.33,101.85,16.45,91.54,36.74,1.538567,16.76787,7.54444,781.3765182186235
attock,2023,rice,31.37,29.86,29.93,28.29,55.41,74.58,74.74,69.84,165.18,451.02,154.42,118.27,1.538567,16.76787,7.54444,0.0
attock,2024,maize,17.55,22.02,29.44,33.92,59.09,59.42,45.58,36.89,208.89,190.06,33.26,56.81,1.538567,16.76787,7.54444,948.4240406812913
attock,2024,wheat,18.76,14.69,12.21,12.89,54.22,46.39,54.32,49.54,76.76,2.82,43.92,72.43,1.538567,16.76787,7.54444,1012.1457489878542
attock,2024,rice,33.92,33.28,29.03,28.26,36.89,60.17,81.19,72.87,56.81,716.33,494.31,71.27,1.538567,16.76787,7.54444,0.0
rawalpindi,1981,maize,16.01,23.9,30.82,34.91,65.62,45.72,32.49,19.59,160.82,42.87,50.86,38.48,2.729201,26.06238,6.77083,292.7125506072874
rawalpindi,1981,wheat,19.43,13.58,10.58,12.6,54.34,63.23,60.28,63.53,14.34,34.45,138.55,76.97,2.729201,26.06238,6.77083,377.327935222672
rawalpindi,1981,rice,34.91,31.55,28.41,26.3,19.59,59.68,74.48,64.25,38.48,365.94,324.19,32.94,2.729201,26.06238,6.77083,0.0
rawalpindi,1982,maize,13.88,21.25,24.61,30.81,74.41,64.56,65.74,42.73,181.11,258.38,132.36,23.83,2.729201,26.06238,6.77083,293.92712550607285
rawalpindi,1982,wheat,16.39,12.85,11.19,9.8,40.27,37.98,45.93,63.54,9.96,10.15,30.06,259.53,2.729201,26.06238,6.77083,496.3562753036437
rawalpindi,1982,rice,30.81,33.76,30.39,28.99,42.73,39.99,60.6,31.3,23.83,94.3,204.46,20.88,2.729201,26.06238,6.77083,0.0
rawalpindi,1983,maize,15.0,19.61,26.28,31.19,56.49,64.33,56.43,36.88,106.31,258.47,44.22,71.23,2.729201,26.06238,6.77083,355.8704453441295
rawalpindi,1983,wheat,17.44,11.25,10.03,12.02,39.03,55.1,51.71,54.99,22.37,79.45,62.65,39.49,2.729201,26.06238,6.77083,423.8866396761133
rawalpindi,1983,rice,31.19,31.94,29.4,26.89,36.88,48.04,69.02,63.12,71.23,168.43,306.97,132.54,2.729201,26.06238,6.77083,0.0
rawalpindi,1984,maize,20.2,24.3,33.44,35.97,44.05,42.43,14.9,27.01,72.36,48.77,4.86,100.88,2.729201,26.06238,6.77083,362.7530364372469
rawalpindi,1984,wheat,16.52,12.11,10.17,10.44,34.75,37.98,32.1,43.74,2.18,0.57,2.58,45.64,2.729201,26.06238,6.77083,390.28340080971657
rawalpindi,1984,rice,35.97,30.6,28.86,25.07,27.01,59.8,74.79,67.44,100.88,233.94,175.33,208.63,2.729201,26.06238,6.77083,0.0
rawalpindi,1985,maize,21.08,24.98,31.14,35.7,25.95,41.29,22.5,17.57,28.73,82.32,29.75,7.36,2.729201,26.06238,6.77083,334.412955465587
rawalpindi,1985,wheat,16.13,11.03,9.8,14.22,39.29,42.26,55.42,29.98,15.68,26.77,11.68,5.26,2.729201,26.06238,6.77083,548.1781376518218
rawalpindi,1985,rice,35.7,30.99,29.3,28.87,17.57,59.46,68.7,43.72,7.36,253.24,181.62,5.28,2.729201,26.06238,6.77083,0.0
rawalpindi,1986,maize,15.42,22.86,28.3,34.08,61.98,49.57,35.65,25.77,101.95,82.58,38.28,64.04,2.729201,26.06238,6.77083,352.2267206477733
rawalpindi,1986,wheat,17.72,12.77,9.69,11.81,26.42,49.34,46.89,58.26,5.48,81.45,12.14,93.8,2.729201,26.06238,6.77083,488.2591093117409
rawalpindi,1986,rice,34.08,31.78,28.63,27.29,25.77,53.15,68.05,49.69,64.04,103.53,298.7,72.8,2.729201,26.06238,6.77083,0.0
rawalpindi,1987,maize,17.51,24.1,26.27,33.42,61.02,42.66,45.42,27.74,78.8,14.16,132.64,20.06,2.729201,26.06238,6.77083,146.15384615384613
rawalpindi,1987,wheat,17.27,11.16,11.48,13.9,41.23,52.16,49.43,54.19,44.18,68.49,5.32,83.77,2.729201,26.06238,6.77083,261.94331983805665
rawalpindi,1987,rice,33.42,35.8,32.89,30.48,27.74,27.56,43.58,34.93,20.06,36.36,126.34,10.54,2.729201,26.06238,6.77083,0.0
rawalpindi,1988,maize,16.94,25.69,33.16,34.8,55.35,38.65,15.66,25.33,143.58,39.12,7.27,87.24,2.729201,26.06238,6.77083,319.02834008097165
rawalpindi,1988,wheat,18.86,14.68,12.74,14.39,14.67,16.68,43.94,40.48,0.0,1.61,25.58,30.04,2.729201,26.06238,6.77083,387.04453441295544
rawalpindi,1988,rice,34.8,30.87,28.83,28.44,25.33,65.01,69.12,48.81,87.24,262.33,138.75,56.33,2.729201,26.06238,6.77083,0.0
rawalpindi,1989,maize,17.52,22.79,31.07,34.1,50.34,33.83,15.79,24.66,63.24,19.36,11.3,40.46,2.729201,26.06238,6.77083,353.03643724696354
rawalpindi,1989,wheat,18.46,14.21,9.66,11.76,19.2,39.63,51.44,48.35,2.32,66.44,50.41,10.8,2.729201,26.06238,6.77083,497.5708502024291
rawalpindi,1989,rice,34.1,32.23,28.2,27.77,24.66,48.09,66.48,48.84,40.46,226.92,209.49,20.01,2.729201,26.06238,6.77083,0.0
rawalpindi,1990,maize,16.21,22.4,31.71,35.78,54.79,48.18,30.3,22.06,137.25,53.59,17.43,24.62,2.729201,26.06238,6.77083,353.44129554655865
rawalpindi,1990,wheat,17.41,13.06,12.47,12.35,24.82,44.16,54.25,60.09,2.81,45.16,36.89,72.63,2.729201,26.06238,6.77083,700.0
rawalpindi,1990,rice,35.78,32.03,30.34,27.45,22.06,53.65,62.97,63.45,24.62,178.93,193.95,138.66,2.729201,26.06238,6.77083,0.0
rawalpindi,1991,maize,18.41,22.73,30.62,35.63,44.07,39.81,19.59,15.5,31.17,50.79,4.38,4.45,2.729201,26.06238,6.77083,389.4736842105263
rawalpindi,1991,wheat,17.91,12.37,10.44,12.7,31.6,42.58,50.64,48.27,4.32,63.02,2.85,25.93,2.729201,26.06238,6.77083,622.2672064777328
rawalpindi,1991,rice,35.63,34.35,30.8,27.76,15.5,36.16,54.85,52.87,4.45,127.46,124.79,114.5,2.729201,26.06238,6.77083,0.0
rawalpindi,1992,maize,15.62,21.86,27.42,34.33,57.0,53.74,39.89,18.61,129.17,30.83,41.61,14.02,2.729201,26.06238,6.77083,348.1781376518218
rawalpindi,1992,wheat,17.23,13.87,11.4,11.7,24.34,43.78,60.37,59.32,4.25,20.35,95.38,63.19,2.729201,26.06238,6.77083,540.080971659919
rawalpindi,1992,rice,34.33,31.63,29.29,25.61,18.61,48.7,65.37,62.55,14.02,158.29,196.98,187.43,2.729201,26.06238,6.77083,0.0
rawalpindi,1993,maize,15.54,24.44,31.76,33.97,52.45,42.34,20.25,28.75,109.18,21.42,25.78,59.92,2.729201,26.06238,6.77083,330.7692307692307
rawalpindi,1993,wheat,16.84,13.68,9.52,15.22,39.14,48.28,53.85,44.31,40.1,8.14,25.93,40.1,2.729201,26.06238,6.77083,321.4574898785425
rawalpindi,1993,rice,33.97,31.34,31.09,28.09,28.75,53.46,49.92,49.85,59.92,174.5,101.86,81.0,2.729201,26.06238,6.77083,0.0
rawalpindi,1994,maize,19.73,22.24,31.1,35.71,43.45,39.71,24.72,22.74,31.85,64.97,30.88,26.83,2.729201,26.06238,6.77083,362.3481781376518
